O*NET-SOC Code,Title,Workplace Example,Element Name,Hot Technology,In Demand
15-1251.00,Computer Programmers,Go,Development environment software,Y,N
15-1251.00,Computer Programmers,Google Analytics,Data mining software,Y,N
15-1251.00,Computer Programmers,Google Angular,Web platform development software,Y,N
15-1251.00,Computer Programmers,Graphical user interface GUI design software,Graphical user interface development software,N,N
15-1251.00,Computer Programmers,Greatis Object Inspector,Object or component oriented development software,N,N
15-1251.00,Computer Programmers,Haskell,Development environment software,N,N
15-1251.00,Computer Programmers,Hewlett Packard HP-UX,Operating system software,N,N
15-1251.00,Computer Programmers,Hewlett Packard LoadRunner,Program testing software,N,N
15-1251.00,Computer Programmers,Hibernate ORM,Object oriented data base management software,Y,N
15-1251.00,Computer Programmers,Human resource management software HRMS,Human resources software,N,N
15-1251.00,Computer Programmers,Hypertext markup language HTML,Web platform development software,Y,Y
15-1251.00,Computer Programmers,IBM Cognos Impromptu,Business intelligence and data analysis software,N,N
15-1251.00,Computer Programmers,IBM DB2,Data base user interface and query software,Y,N
15-1251.00,Computer Programmers,IBM Domino,Communications server software,N,N
15-1251.00,Computer Programmers,IBM InfoSphere DataStage,Enterprise application integration software,N,N
15-1251.00,Computer Programmers,IBM Notes,Electronic mail software,N,N
15-1251.00,Computer Programmers,IBM Power Systems software,Enterprise system management software,N,N
15-1251.00,Computer Programmers,IBM Rational ClearCase,Configuration management software,N,N
15-1251.00,Computer Programmers,IBM SPSS Statistics,Analytical or scientific software,Y,N
15-1251.00,Computer Programmers,IBM WebSphere,Cloud-based management software,N,N
15-1251.00,Computer Programmers,ICON programming language,Development environment software,N,N
15-1251.00,Computer Programmers,IEA Software Emerald,Data base user interface and query software,N,N
15-1251.00,Computer Programmers,Incremental compiler software,Compiler and decompiler software,N,N
15-1251.00,Computer Programmers,Inline code expander software,Compiler and decompiler software,N,N
15-1251.00,Computer Programmers,Integrated development environment IDE software,Development environment software,N,N
15-1251.00,Computer Programmers,Interface definition language IDL,Development environment software,N,N
15-1251.00,Computer Programmers,Interpreter software,Compiler and decompiler software,N,N
15-1251.00,Computer Programmers,Interstate connection ICON,Development environment software,N,N
15-1251.00,Computer Programmers,J,Development environment software,N,N
15-1251.00,Computer Programmers,JavaScript,Web platform development software,Y,Y
15-1251.00,Computer Programmers,JavaScript Object Notation JSON,Web platform development software,Y,N
15-1251.00,Computer Programmers,Job control language JCL,Operating system software,N,N
15-1251.00,Computer Programmers,jQuery,Object or component oriented development software,Y,N
15-1251.00,Computer Programmers,JUnit,Program testing software,Y,N
15-1251.00,Computer Programmers,Jupyter Notebook,Object or component oriented development software,N,N
15-1251.00,Computer Programmers,Just-in-time compiler,Compiler and decompiler software,N,N
15-1251.00,Computer Programmers,KornShell,Operating system software,N,N
15-1251.00,Computer Programmers,LAMP Stack,Web platform development software,N,N
15-1251.00,Computer Programmers,Linux,Operating system software,Y,Y
15-1251.00,Computer Programmers,List processing language LISP,Development environment software,N,N
15-1251.00,Computer Programmers,Logo design software,Development environment software,N,N
15-1251.00,Computer Programmers,Low-level debugger software,Program testing software,N,N
15-1251.00,Computer Programmers,McAfee,Transaction security and virus protection software,N,N
15-1251.00,Computer Programmers,Microsoft .NET Framework,Development environment software,Y,N
15-1251.00,Computer Programmers,Microsoft Access,Data base user interface and query software,Y,N
15-1251.00,Computer Programmers,Microsoft Active Server Pages ASP,Web platform development software,Y,N
15-1251.00,Computer Programmers,Microsoft ActiveX,Object or component oriented development software,N,N
15-1251.00,Computer Programmers,Microsoft ASP.NET,Web platform development software,Y,N
15-1251.00,Computer Programmers,Microsoft ASP.NET Core MVC,Web platform development software,N,N
15-1251.00,Computer Programmers,Microsoft Azure software,Development environment software,Y,Y
15-1251.00,Computer Programmers,Microsoft Dynamics,Enterprise resource planning ERP software,N,N
15-1251.00,Computer Programmers,Microsoft Dynamics GP,Enterprise resource planning ERP software,N,N
15-1251.00,Computer Programmers,Microsoft ESP SDK,Development environment software,N,N
15-1251.00,Computer Programmers,Microsoft Excel,Spreadsheet software,Y,Y
15-1251.00,Computer Programmers,Microsoft Exchange,Electronic mail software,N,N
15-1251.00,Computer Programmers,Microsoft Extensible Application Markup Language (XAML),Development environment software,N,N
15-1251.00,Computer Programmers,Microsoft FrontPage,Web page creation and editing software,N,N
15-1251.00,Computer Programmers,Microsoft Office software,Office suite software,Y,Y
15-1251.00,Computer Programmers,Microsoft PowerPoint,Presentation software,Y,Y
15-1251.00,Computer Programmers,Microsoft PowerShell,Development environment software,Y,N
15-1251.00,Computer Programmers,Microsoft Project,Project management software,Y,N
15-1251.00,Computer Programmers,Microsoft Publisher,Desktop publishing software,N,N
15-1251.00,Computer Programmers,Microsoft SharePoint,Document management software,Y,N
15-1251.00,Computer Programmers,Microsoft Silverlight,Web platform development software,N,N
15-1251.00,Computer Programmers,Microsoft SQL Server,Data base user interface and query software,Y,Y
15-1251.00,Computer Programmers,Microsoft SQL Server Integration Services SSIS,Enterprise application integration software,Y,N
15-1251.00,Computer Programmers,Microsoft SQL Server Reporting Services SSRS,Data base reporting software,Y,N
15-1251.00,Computer Programmers,Microsoft Systems Management Server,Enterprise system management software,N,N
15-1251.00,Computer Programmers,Microsoft Visio,Process mapping and design software,Y,N
15-1251.00,Computer Programmers,Microsoft Visual Basic,Development environment software,Y,N
15-1251.00,Computer Programmers,Microsoft Visual Basic for Applications VBA,Development environment software,Y,N
15-1251.00,Computer Programmers,Microsoft Visual Basic Scripting Edition VBScript,Development environment software,N,N
15-1251.00,Computer Programmers,Microsoft Visual Basic.NET,Object or component oriented development software,N,N
15-1251.00,Computer Programmers,Microsoft Visual C# .NET,Object or component oriented development software,N,N
15-1251.00,Computer Programmers,Microsoft Visual FoxPro,Object oriented data base management software,N,N
15-1251.00,Computer Programmers,Microsoft Visual Studio,Development environment software,Y,Y
15-1251.00,Computer Programmers,Microsoft Windows,Operating system software,Y,N
15-1251.00,Computer Programmers,Microsoft Windows Server,Operating system software,Y,N
15-1251.00,Computer Programmers,Microsoft Word,Word processing software,Y,N
15-1251.00,Computer Programmers,MicroStrategy,Business intelligence and data analysis software,N,N
15-1251.00,Computer Programmers,Minitab,Analytical or scientific software,N,N
15-1251.00,Computer Programmers,Mixed code generator,Compiler and decompiler software,N,N
15-1251.00,Computer Programmers,Modula,Object or component oriented development software,N,N
15-1251.00,Computer Programmers,MongoDB,Data base management system software,Y,N
15-1251.00,Computer Programmers,MUMPS M,Development environment software,N,N
15-1251.00,Computer Programmers,MySQL,Data base management system software,Y,N
15-1251.00,Computer Programmers,Nagios,Network monitoring software,N,N
15-1251.00,Computer Programmers,National Instruments LabVIEW,Development environment software,N,N
15-1251.00,Computer Programmers,NetSuite ERP,Enterprise resource planning ERP software,N,N
15-1251.00,Computer Programmers,Network intrusion prevention systems NIPS,Network monitoring software,N,N
15-1251.00,Computer Programmers,Node.js,Web platform development software,Y,N
15-1251.00,Computer Programmers,NoSQL,Data base management system software,Y,N
15-1251.00,Computer Programmers,Oberon,Object or component oriented development software,N,N
15-1251.00,Computer Programmers,Objective C,Object or component oriented development software,N,N
15-1251.00,Computer Programmers,Objective Caml,Object or component oriented development software,N,N
15-1251.00,Computer Programmers,One pass compiler software,Compiler and decompiler software,N,N
15-1251.00,Computer Programmers,OpenAI ChatGPT,Development environment software,N,N
15-1251.00,Computer Programmers,Oracle Business Intelligence Enterprise Edition,Business intelligence and data analysis software,N,N
15-1251.00,Computer Programmers,Oracle Database,Data base user interface and query software,Y,N
15-1251.00,Computer Programmers,Oracle E-Business Suite Financials,Financial analysis software,N,N
15-1251.00,Computer Programmers,Oracle Fusion Applications,Enterprise resource planning ERP software,N,N
15-1251.00,Computer Programmers,Oracle Fusion Middleware,Enterprise application integration software,N,N
15-1251.00,Computer Programmers,Oracle Hyperion,Enterprise resource planning ERP software,N,N
15-1251.00,Computer Programmers,Oracle Java,Object or component oriented development software,Y,Y
15-1251.00,Computer Programmers,Oracle JavaServer Pages JSP,Web platform development software,N,N
15-1251.00,Computer Programmers,Oracle JD Edwards EnterpriseOne,Enterprise resource planning ERP software,N,N
15-1251.00,Computer Programmers,Oracle JDBC,Data base user interface and query software,N,N
15-1251.00,Computer Programmers,Oracle PeopleSoft,Enterprise resource planning ERP software,Y,N
15-1251.00,Computer Programmers,Oracle PeopleSoft Financials,Enterprise resource planning ERP software,N,N
15-1251.00,Computer Programmers,Oracle PL/SQL,Data base management system software,Y,N
15-1251.00,Computer Programmers,Oracle Solaris,Operating system software,N,N
15-1251.00,Computer Programmers,Oracle WebLogic Server,Application server software,N,N
15-1251.00,Computer Programmers,Partial class generator software,Compiler and decompiler software,N,N
15-1251.00,Computer Programmers,Pascal,Development environment software,N,N
15-1251.00,Computer Programmers,Perforce Helix software,Configuration management software,N,N
15-1251.00,Computer Programmers,Perl,Object or component oriented development software,Y,N
15-1251.00,Computer Programmers,PHP,Web platform development software,Y,N
15-1251.00,Computer Programmers,PostgreSQL,Object oriented data base management software,Y,N
15-1251.00,Computer Programmers,PowerSoft PowerBuilder,Object or component oriented development software,N,N
15-1251.00,Computer Programmers,Programming language one PL/I,Development environment software,N,N
15-1251.00,Computer Programmers,Progress OpenEdge ABL,Development environment software,N,N
15-1251.00,Computer Programmers,Progress Sonic ESB,Enterprise application integration software,N,N
15-1251.00,Computer Programmers,Progress WebSpeed Workshop,Web platform development software,N,N
15-1251.00,Computer Programmers,Prolog,Development environment software,N,N
15-1251.00,Computer Programmers,Puppet,Configuration management software,Y,N
15-1251.00,Computer Programmers,Python,Object or component oriented development software,Y,Y
15-1251.00,Computer Programmers,Qlik Tech QlikView,Business intelligence and data analysis software,N,N
15-1251.00,Computer Programmers,Quest Erwin Data Modeler,Metadata management software,N,N
15-1251.00,Computer Programmers,R,Object or component oriented development software,Y,Y
15-1251.00,Computer Programmers,React,Web platform development software,Y,N
15-1251.00,Computer Programmers,ReCrystallize Crystal Reports,Data base reporting software,N,N
15-1251.00,Computer Programmers,Red Hat Enterprise Linux,Operating system software,Y,N
15-1251.00,Computer Programmers,Red Hat OpenShift,Application server software,Y,N
15-1251.00,Computer Programmers,Red Hat WildFly,Application server software,N,N
15-1251.00,Computer Programmers,Relational database management software,Data base management system software,N,N
15-1251.00,Computer Programmers,Restructured extended executor REXX,Development environment software,N,N
15-1251.00,Computer Programmers,Retargetable compiler,Compiler and decompiler software,N,N
15-1251.00,Computer Programmers,Revision control software,Configuration management software,N,N
15-1251.00,Computer Programmers,Ruby,Development environment software,Y,N
15-1251.00,Computer Programmers,Ruby on Rails,Web platform development software,N,N
15-1251.00,Computer Programmers,Salesforce Visualforce,Graphical user interface development software,N,N
15-1251.00,Computer Programmers,SAP Adaptive Server Enterprise,Data base management system software,N,N
15-1251.00,Computer Programmers,SAP Business Objects,Enterprise resource planning ERP software,N,N
15-1251.00,Computer Programmers,SAP BusinessObjects Data Integrator,Enterprise application integration software,N,N
15-1251.00,Computer Programmers,SAP Crystal Reports,Data base reporting software,N,N
15-1251.00,Computer Programmers,SAP NetWeaver BW,Enterprise application integration software,N,N
15-1251.00,Computer Programmers,SAP software,Enterprise resource planning ERP software,Y,N
15-1251.00,Computer Programmers,SAS,Analytical or scientific software,Y,Y
15-1251.00,Computer Programmers,Scala,Object or component oriented development software,Y,N
15-1251.00,Computer Programmers,Scheme,Development environment software,N,N
15-1251.00,Computer Programmers,Selenium,Program testing software,Y,N
15-1251.00,Computer Programmers,Shell script,Operating system software,Y,N
15-1251.00,Computer Programmers,Simulation program with integrated circuit emphasis SPICE,Analytical or scientific software,N,N
15-1251.00,Computer Programmers,Smalltalk,Object or component oriented development software,N,N
15-1251.00,Computer Programmers,Snort,Network monitoring software,N,N
15-1251.00,Computer Programmers,Source code editor software,Program testing software,N,N
15-1251.00,Computer Programmers,Source code migration software,Development environment software,N,N
15-1251.00,Computer Programmers,Splunk Enterprise,Cloud-based management software,Y,N
15-1251.00,Computer Programmers,Spring Boot,Application server software,Y,N
15-1251.00,Computer Programmers,Spring Framework,Web platform development software,Y,N
15-1251.00,Computer Programmers,StataCorp Stata,Analytical or scientific software,N,N
15-1251.00,Computer Programmers,String oriented symbolic language SNOBOL,Development environment software,N,N
15-1251.00,Computer Programmers,Structured query language SQL,Data base user interface and query software,Y,Y
15-1251.00,Computer Programmers,Structured Query Report SQR,Data base management system software,N,N
15-1251.00,Computer Programmers,Supervisory control and data acquisition SCADA software,Industrial control software,N,N
15-1251.00,Computer Programmers,Swift,Object or component oriented development software,Y,N
15-1251.00,Computer Programmers,Symantec Visual Cafe,Development environment software,N,N
15-1251.00,Computer Programmers,Symbolic debugger software,Program testing software,N,N
15-1251.00,Computer Programmers,Tableau,Business intelligence and data analysis software,Y,N
15-1251.00,Computer Programmers,Tax software,Accounting software,N,N
15-1251.00,Computer Programmers,Teradata Database,Data base management system software,Y,N
15-1251.00,Computer Programmers,The MathWorks MATLAB,Analytical or scientific software,Y,N
15-1251.00,Computer Programmers,Threaded code compiler,Compiler and decompiler software,N,N
15-1251.00,Computer Programmers,Tier generator software,Development environment software,N,N
15-1251.00,Computer Programmers,Transact-SQL,Data base user interface and query software,Y,N
15-1251.00,Computer Programmers,Ubuntu,Operating system software,N,N
15-1251.00,Computer Programmers,Unified modeling language UML,Requirements analysis and system architecture software,N,N
15-1251.00,Computer Programmers,UNIX,Operating system software,Y,N
15-1251.00,Computer Programmers,UNIX Shell,Operating system software,Y,N
15-1251.00,Computer Programmers,Verilog,Development environment software,N,N
15-1251.00,Computer Programmers,Veritas NetBackup,Backup or archival software,N,N
15-1251.00,Computer Programmers,Virage VS Archive,Document management software,N,N
15-1251.00,Computer Programmers,Virtual private networking VPN software,Network security and virtual private network VPN equipment software,N,N
15-1251.00,Computer Programmers,VMware,Clustering software,N,N
15-1251.00,Computer Programmers,Web service definition language WDSL,Development environment software,N,N
15-1251.00,Computer Programmers,Wireshark,Network monitoring software,N,N
15-1251.00,Computer Programmers,Workflow software,Content workflow software,N,N
15-1251.00,Computer Programmers,Xerces2 Java Parser,Development environment software,N,N
15-1252.00,Software Developers,3M Post-it App,Word processing software,N,N
15-1252.00,Software Developers,A programming language APL,Development environment software,N,N
15-1252.00,Software Developers,ABC Compiler,Development environment software,N,N
15-1252.00,Software Developers,ABC: the AspectBench Compiler for AspectJ,Object or component oriented development software,N,N
15-1252.00,Software Developers,Ada,Development environment software,N,N
15-1252.00,Software Developers,ADO.NET,Data base user interface and query software,N,N
15-1252.00,Software Developers,Adobe Acrobat,Document management software,Y,N
15-1252.00,Software Developers,Adobe ActionScript,Development environment software,N,N
15-1252.00,Software Developers,Adobe After Effects,Video creation and editing software,Y,N
15-1252.00,Software Developers,Adobe Creative Cloud software,Graphics or photo imaging software,Y,N
15-1252.00,Software Developers,Adobe Dreamweaver,Web page creation and editing software,N,N
15-1252.00,Software Developers,Adobe Flex,Web platform development software,N,N
15-1252.00,Software Developers,Adobe Illustrator,Graphics or photo imaging software,Y,N
15-1252.00,Software Developers,Adobe InDesign,Desktop publishing software,Y,N
15-1252.00,Software Developers,Adobe Photoshop,Graphics or photo imaging software,Y,N
15-1252.00,Software Developers,Advanced business application programming ABAP,Object or component oriented development software,N,N
15-1252.00,Software Developers,Airtable,Data base user interface and query software,N,N
15-1252.00,Software Developers,AJAX,Web platform development software,Y,N
15-1252.00,Software Developers,Algorithmic language ALGOL,Development environment software,N,N
15-1252.00,Software Developers,Allaire ColdFusion,Web platform development software,N,N
15-1252.00,Software Developers,Alteryx software,Business intelligence and data analysis software,Y,N
15-1252.00,Software Developers,Amazon DynamoDB,Data base management system software,Y,N
15-1252.00,Software Developers,Amazon Elastic Compute Cloud EC2,Data base user interface and query software,Y,N
15-1252.00,Software Developers,Amazon Kinesis,Data base management system software,N,N
15-1252.00,Software Developers,Amazon Redshift,Data base user interface and query software,Y,N
15-1252.00,Software Developers,Amazon Simple Storage Service S3,Storage networking software,N,N
15-1252.00,Software Developers,Amazon Web Services AWS CloudFormation,Cloud-based management software,Y,N
15-1252.00,Software Developers,Amazon Web Services AWS software,Data base user interface and query software,Y,Y
15-1252.00,Software Developers,American National Standards Institute ANSI C,Development environment software,N,N
15-1252.00,Software Developers,Ansible software,Expert system software,Y,N
15-1252.00,Software Developers,Apache Airflow,Procedure management software,Y,N
15-1252.00,Software Developers,Apache Ant,Development environment software,N,N
15-1252.00,Software Developers,Apache Avro,Information retrieval or search software,N,N
15-1252.00,Software Developers,Apache Cassandra,Data base management system software,Y,N
15-1252.00,Software Developers,Apache Flume,Data base management system software,N,N
15-1252.00,Software Developers,Apache Groovy,Object or component oriented development software,N,N
15-1252.00,Software Developers,Apache Hadoop,Data base management system software,Y,N
15-1252.00,Software Developers,Apache HBase,Data base management system software,N,N
15-1252.00,Software Developers,Apache Hive,Data base user interface and query software,Y,N
15-1252.00,Software Developers,Apache HTTP Server,Portal server software,N,N
15-1252.00,Software Developers,Apache Kafka,Development environment software,Y,Y
15-1252.00,Software Developers,Apache Maven,Development environment software,Y,N
15-1252.00,Software Developers,Apache Oozie,Data base management system software,N,N
15-1252.00,Software Developers,Apache Pig,Data base management system software,N,N
15-1252.00,Software Developers,Apache Solr,Data base management system software,N,N
15-1252.00,Software Developers,Apache Spark,Object or component oriented development software,Y,N
15-1252.00,Software Developers,Apache Struts,Web platform development software,N,N
15-1252.00,Software Developers,Apache Subversion SVN,File versioning software,Y,N
15-1252.00,Software Developers,Apache Tomcat,Web platform development software,Y,N
15-1252.00,Software Developers,Apple iOS,Operating system software,Y,N
15-1252.00,Software Developers,Apple macOS,Operating system software,Y,N
15-1252.00,Software Developers,Atlassian Bamboo,Enterprise application integration software,N,N
15-1252.00,Software Developers,Atlassian Bitbucket,Application server software,Y,N
15-1252.00,Software Developers,Atlassian Confluence,Project management software,Y,N
15-1252.00,Software Developers,Atlassian JIRA,Content workflow software,Y,Y
15-1252.00,Software Developers,Automated installation software,Configuration management software,N,N
15-1252.00,Software Developers,AWK,Development environment software,N,N
15-1252.00,Software Developers,B-Method,Development environment software,N,N
15-1252.00,Software Developers,Backbone.js,Web platform development software,N,N
15-1252.00,Software Developers,Backup and archival software,Backup or archival software,N,N
15-1252.00,Software Developers,Bash,Operating system software,Y,N
15-1252.00,Software Developers,Beginner's all-purpose symbolic instruction code BASIC,Development environment software,N,N
15-1252.00,Software Developers,Bigloo Scheme,Development environment software,N,N
15-1252.00,Software Developers,Blackbaud The Raiser's Edge,Customer relationship management CRM software,N,N
15-1252.00,Software Developers,Blackboard software,Data base user interface and query software,N,N
15-1252.00,Software Developers,Blink,Instant messaging software,N,N
15-1252.00,Software Developers,Bootstrap,Web platform development software,Y,N
15-1252.00,Software Developers,Border Gateway Protocol BGP,Switch or router software,Y,N
15-1252.00,Software Developers,C,Development environment software,Y,Y
15-1252.00,Software Developers,C#,Object or component oriented development software,Y,Y
15-1252.00,Software Developers,C++,Object or component oriented development software,Y,Y
15-1252.00,Software Developers,Call-processing language CPL,Development environment software,N,N
15-1252.00,Software Developers,Canu,Development environment software,N,N
15-1252.00,Software Developers,Cascading style sheets CSS,Web platform development software,Y,Y
15-1252.00,Software Developers,Chef,Configuration management software,Y,N
15-1252.00,Software Developers,Cisco IOS,Operating system software,N,N
15-1252.00,Software Developers,Cisco Webex,Video conferencing software,Y,N
15-1252.00,Software Developers,Citrix cloud computing software,Access software,N,N
15-1252.00,Software Developers,Collaborative Application Markup Language CAML,Object or component oriented development software,N,N
15-1252.00,Software Developers,Common business oriented language COBOL,Development environment software,N,N
15-1252.00,Software Developers,Common Lisp Object System CLOS,Object or component oriented development software,N,N
15-1252.00,Software Developers,Component object model COM software,Object or component oriented development software,N,N
15-1252.00,Software Developers,Component-based Scalable Logical Architecture CSLA,Object or component oriented development software,N,N
15-1252.00,Software Developers,Computer Associates integrated data management system CA-IDMS,Data base management system software,N,N
15-1252.00,Software Developers,Computer On-line Real-time Applications Language CORAL 66,Development environment software,N,N
15-1252.00,Software Developers,Customer information control system CICS,Transaction server software,N,N
15-1252.00,Software Developers,Data analysis software,Analytical or scientific software,N,N
15-1252.00,Software Developers,Data definition language DDL,Data base management system software,N,N
15-1252.00,Software Developers,Data manipulation language DML,Data base management system software,N,N
15-1252.00,Software Developers,DataVision,Data base reporting software,N,N
15-1252.00,Software Developers,Defect tracking software,Program testing software,N,N
15-1252.00,Software Developers,Delphi Technology,Financial analysis software,N,N
15-1252.00,Software Developers,Deployment software,Configuration management software,N,N
15-1252.00,Software Developers,Disk operating system DOS,Operating system software,N,N
15-1252.00,Software Developers,Distributed component object model DCOM software,Object or component oriented development software,N,N
15-1252.00,Software Developers,Distributed database management software,Data base management system software,N,N
15-1252.00,Software Developers,Django,Web platform development software,Y,N
15-1252.00,Software Developers,Docker,Application server software,Y,Y
15-1252.00,Software Developers,Document management system software,Document management software,N,N
15-1252.00,Software Developers,Document Object Model DOM Scripting,Object or component oriented development software,N,N
15-1252.00,Software Developers,Dropbox,Cloud-based data access and sharing software,N,N
15-1252.00,Software Developers,Drupal,Web platform development software,N,N
15-1252.00,Software Developers,Dynamic analysis software,Program testing software,N,N
15-1252.00,Software Developers,Dynamic hypertext markup language DHTML,Web platform development software,N,N
15-1252.00,Software Developers,Dynamic modeling software,Analytical or scientific software,N,N
15-1252.00,Software Developers,E++ pattern language,Object or component oriented development software,N,N
15-1252.00,Software Developers,Eclipse IDE,Development environment software,Y,N
15-1252.00,Software Developers,Eclipse Jersey,Web platform development software,N,N
15-1252.00,Software Developers,Eiffel,Object or component oriented development software,N,N
15-1252.00,Software Developers,Elasticsearch,Data base management system software,Y,N
15-1252.00,Software Developers,Embarcadero Delphi,Object or component oriented development software,N,N
15-1252.00,Software Developers,Embarcadero JBuilder,Development environment software,N,N
15-1252.00,Software Developers,Embedded systems development software,Development environment software,N,N
15-1252.00,Software Developers,Emerald Software Group Emerald Green Office,Content workflow software,N,N
15-1252.00,Software Developers,Encryption software,Transaction security and virus protection software,N,N
15-1252.00,Software Developers,Enterprise application integration EAI software,Enterprise application integration software,N,N
15-1252.00,Software Developers,Enterprise JavaBeans,Web platform development software,N,N
15-1252.00,Software Developers,ESRI ArcGIS software,Map creation software,Y,N
15-1252.00,Software Developers,Event-driven State-machines Programming,Development environment software,N,N
15-1252.00,Software Developers,Evernote,Word processing software,N,N
15-1252.00,Software Developers,Ext JS,Web platform development software,N,N
15-1252.00,Software Developers,Extensible hypertext markup language XHTML,Web platform development software,N,N
15-1252.00,Software Developers,Extensible markup language XML,Enterprise application integration software,Y,N
15-1252.00,Software Developers,Extensible stylesheet language transformations XSLT,Web platform development software,N,N
15-1252.00,Software Developers,FaceTime,Video conferencing software,N,N
15-1252.00,Software Developers,Fault testing software,Program testing software,N,N
15-1252.00,Software Developers,Figma,Graphical user interface development software,Y,N
15-1252.00,Software Developers,File server software,Filesystem software,N,N
15-1252.00,Software Developers,FileMaker Pro,Data base user interface and query software,N,N
15-1252.00,Software Developers,Firewall software,Network security and virtual private network VPN equipment software,N,N
15-1252.00,Software Developers,Flipgrid,Video creation and editing software,N,N
15-1252.00,Software Developers,Formula translation/translator FORTRAN,Development environment software,N,N
15-1252.00,Software Developers,Forth,Development environment software,N,N
15-1252.00,Software Developers,Functional testing software,Program testing software,N,N
15-1252.00,Software Developers,Gambit Scheme,Development environment software,N,N
15-1252.00,Software Developers,Git,File versioning software,Y,Y
15-1252.00,Software Developers,GitHub,Application server software,Y,Y
15-1252.00,Software Developers,GitLab,Application server software,Y,N
15-1252.00,Software Developers,GNU Image Manipulation Program GIMP,Graphics or photo imaging software,N,N
15-1252.00,Software Developers,Go,Development environment software,Y,Y
15-1252.00,Software Developers,Google Analytics,Data mining software,Y,N
15-1252.00,Software Developers,Google Android,Operating system software,Y,N
15-1252.00,Software Developers,Google Angular,Web platform development software,Y,Y
15-1252.00,Software Developers,Google Cloud software,Cloud-based management software,N,N
15-1252.00,Software Developers,Google Docs,Word processing software,Y,N
15-1252.00,Software Developers,Google Drive,Cloud-based data access and sharing software,N,N
15-1252.00,Software Developers,Google Gmail,Electronic mail software,N,N
15-1252.00,Software Developers,Google Looker Analytics,Business intelligence and data analysis software,Y,N
15-1252.00,Software Developers,Google Meet,Video conferencing software,N,N
15-1252.00,Software Developers,Google Sheets,Spreadsheet software,Y,N
15-1252.00,Software Developers,Google Sites,Web page creation and editing software,N,N
15-1252.00,Software Developers,Google Slides,Presentation software,N,N
15-1252.00,Software Developers,Gradle,Object or component oriented development software,N,N
15-1252.00,Software Developers,Grafana Labs Grafana Cloud,Graphical user interface development software,Y,N
15-1252.00,Software Developers,Graphical user interface GUI builder software,Graphical user interface development software,N,N
15-1252.00,Software Developers,Graphical user interface GUI design software,Graphical user interface development software,N,N
15-1252.00,Software Developers,GraphQL,Data base user interface and query software,Y,N
15-1252.00,Software Developers,GroupMe,Instant messaging software,N,N
15-1252.00,Software Developers,Haskell,Development environment software,N,N
15-1252.00,Software Developers,Hewlett Packard HP-UX,Operating system software,N,N
15-1252.00,Software Developers,Hewlett Packard LoadRunner,Program testing software,N,N
15-1252.00,Software Developers,Hibernate ORM,Object oriented data base management software,Y,N
15-1252.00,Software Developers,Hypertext markup language HTML,Web platform development software,Y,Y
15-1252.00,Software Developers,IBM AIX,Operating system software,N,N
15-1252.00,Software Developers,IBM Cognos Impromptu,Business intelligence and data analysis software,N,N
15-1252.00,Software Developers,IBM DB2,Data base user interface and query software,Y,N
15-1252.00,Software Developers,IBM Domino,Communications server software,N,N
15-1252.00,Software Developers,IBM InfoSphere DataStage,Enterprise application integration software,N,N
15-1252.00,Software Developers,IBM Middleware,Transaction server software,N,N
15-1252.00,Software Developers,IBM Notes,Electronic mail software,N,N
15-1252.00,Software Developers,IBM Power Systems software,Enterprise system management software,N,N
15-1252.00,Software Developers,IBM Rational ClearCase,Configuration management software,N,N
15-1252.00,Software Developers,IBM Rational ClearQuest,Development environment software,N,N
15-1252.00,Software Developers,IBM Rational PurifyPlus,Program testing software,N,N
15-1252.00,Software Developers,IBM Rational RequisitePro,Requirements analysis and system architecture software,N,N
15-1252.00,Software Developers,IBM Rational Rose XDE,Development environment software,N,N
15-1252.00,Software Developers,IBM SPSS Statistics,Analytical or scientific software,Y,N
15-1252.00,Software Developers,IBM Terraform,Configuration management software,Y,Y
15-1252.00,Software Developers,IBM WebSphere,Cloud-based management software,N,N
15-1252.00,Software Developers,IBM WebSphere MQ,Cloud-based management software,Y,N
15-1252.00,Software Developers,IBM z/OS operating systems,Network operation system software,N,N
15-1252.00,Software Developers,ICON programming language,Development environment software,N,N
15-1252.00,Software Developers,IEA Software Emerald,Data base user interface and query software,N,N
15-1252.00,Software Developers,Informatica software,Metadata management software,Y,N
15-1252.00,Software Developers,Integrated development environment IDE software,Development environment software,N,N
15-1252.00,Software Developers,Integration testing software,Program testing software,N,N
15-1252.00,Software Developers,Interface definition language IDL,Development environment software,N,N
15-1252.00,Software Developers,Interoperability testing software,Program testing software,N,N
15-1252.00,Software Developers,Interstate connection ICON,Development environment software,N,N
15-1252.00,Software Developers,J,Development environment software,N,N
15-1252.00,Software Developers,JamBoard,Graphics or photo imaging software,N,N
15-1252.00,Software Developers,JavaScript,Web platform development software,Y,Y
15-1252.00,Software Developers,JavaScript framework software,Web platform development software,N,N
15-1252.00,Software Developers,JavaScript Object Notation JSON,Web platform development software,Y,N
15-1252.00,Software Developers,Jenkins CI,Enterprise application integration software,Y,Y
15-1252.00,Software Developers,JFrog Artifactory,Development environment software,N,N
15-1252.00,Software Developers,Job control language JCL,Operating system software,N,N
15-1252.00,Software Developers,jQuery,Object or component oriented development software,Y,N
15-1252.00,Software Developers,JUnit,Program testing software,Y,N
15-1252.00,Software Developers,Jupyter Notebook,Object or component oriented development software,N,N
15-1252.00,Software Developers,KornShell,Operating system software,N,N
