O*NET-SOC Code,Title,Workplace Example,Element Name,Hot Technology,In Demand
49-2098.00,Security and Fire Alarm Systems Installers,Microsoft Word,Word processing software,Y,N
49-2098.00,Security and Fire Alarm Systems Installers,Traceroute,Network monitoring software,N,N
49-3011.00,Aircraft Mechanics and Service Technicians,Access Software AIRPAX,Facilities management software,N,N
49-3011.00,Aircraft Mechanics and Service Technicians,CaseBank SpotLight,Analytical or scientific software,N,N
49-3011.00,Aircraft Mechanics and Service Technicians,Computerized aircraft log manager CALM,Information retrieval or search software,N,N
49-3011.00,Aircraft Mechanics and Service Technicians,DatcoMedia EBis,Accounting software,N,N
49-3011.00,Aircraft Mechanics and Service Technicians,Disassembler software,Compiler and decompiler software,N,N
49-3011.00,Aircraft Mechanics and Service Technicians,Engine analysis software,Analytical or scientific software,N,N
49-3011.00,Aircraft Mechanics and Service Technicians,Maintenance information databases,Facilities management software,N,N
49-3011.00,Aircraft Mechanics and Service Technicians,Maintenance planning software,Facilities management software,N,N
49-3011.00,Aircraft Mechanics and Service Technicians,Maintenance record software,Facilities management software,N,N
49-3011.00,Aircraft Mechanics and Service Technicians,Microsoft Excel,Spreadsheet software,Y,N
49-3011.00,Aircraft Mechanics and Service Technicians,Microsoft Office software,Office suite software,Y,Y
49-3011.00,Aircraft Mechanics and Service Technicians,Microsoft Outlook,Electronic mail software,Y,N
49-3011.00,Aircraft Mechanics and Service Technicians,Microsoft PowerPoint,Presentation software,Y,N
49-3011.00,Aircraft Mechanics and Service Technicians,Microsoft Windows,Operating system software,Y,N
49-3011.00,Aircraft Mechanics and Service Technicians,Microsoft Word,Word processing software,Y,N
49-3011.00,Aircraft Mechanics and Service Technicians,Mxi Technologies Maintenix,Data base user interface and query software,N,N
49-3011.00,Aircraft Mechanics and Service Technicians,Operational Data Store ODS software,Data base user interface and query software,N,N
49-3011.00,Aircraft Mechanics and Service Technicians,Pentagon 2000SQL,Data base user interface and query software,N,N
49-3011.00,Aircraft Mechanics and Service Technicians,SAP software,Enterprise resource planning ERP software,Y,N
49-3011.00,Aircraft Mechanics and Service Technicians,Supply system software,Inventory management software,N,N
49-3011.00,Aircraft Mechanics and Service Technicians,Technical Data Management System TDMS,Document management software,N,N
49-3011.00,Aircraft Mechanics and Service Technicians,Technical manual database software,Information retrieval or search software,N,N
49-3011.00,Aircraft Mechanics and Service Technicians,Tracware AeroTrac,Enterprise resource planning ERP software,N,N
49-3011.00,Aircraft Mechanics and Service Technicians,Web browser software,Internet browser software,N,N
49-3021.00,Automotive Body and Related Repairers,Accounts receivable software,Accounting software,N,N
49-3021.00,Automotive Body and Related Repairers,Appointment scheduling software,Calendar and scheduling software,N,N
49-3021.00,Automotive Body and Related Repairers,Automotive and Accounting Software by R*KOM Invoice Writer,Point of sale POS software,N,N
49-3021.00,Automotive Body and Related Repairers,AutoZone ALLDATA,Data base user interface and query software,N,N
49-3021.00,Automotive Body and Related Repairers,Collision damage estimation software,Analytical or scientific software,N,N
49-3021.00,Automotive Body and Related Repairers,Collision damage measurement software,Analytical or scientific software,N,N
49-3021.00,Automotive Body and Related Repairers,Equipment management information software,Data base user interface and query software,N,N
49-3021.00,Automotive Body and Related Repairers,Materials management software,Inventory management software,N,N
49-3021.00,Automotive Body and Related Repairers,Microsoft Excel,Spreadsheet software,Y,N
49-3021.00,Automotive Body and Related Repairers,Microsoft Office software,Office suite software,Y,N
49-3021.00,Automotive Body and Related Repairers,Microsoft OneNote,Word processing software,N,N
49-3021.00,Automotive Body and Related Repairers,Microsoft Outlook,Electronic mail software,Y,N
49-3021.00,Automotive Body and Related Repairers,Microsoft Windows,Operating system software,Y,N
49-3021.00,Automotive Body and Related Repairers,Microsoft Word,Word processing software,Y,N
49-3021.00,Automotive Body and Related Repairers,Paint mixing and matching software,Analytical or scientific software,N,N
49-3021.00,Automotive Body and Related Repairers,Swan River Estimiser Pro,Analytical or scientific software,N,N
49-3022.00,Automotive Glass Installers and Repairers,Estimating software,Project management software,N,N
49-3022.00,Automotive Glass Installers and Repairers,Microsoft Windows,Operating system software,Y,N
49-3022.00,Automotive Glass Installers and Repairers,Recordkeeping software,Data base user interface and query software,N,N
49-3022.00,Automotive Glass Installers and Repairers,Workday software,Enterprise resource planning ERP software,Y,N
49-3023.00,Automotive Service Technicians and Mechanics,Alliance Automotive Shop Controller,Facilities management software,N,N
49-3023.00,Automotive Service Technicians and Mechanics,Amcom AUTOS2000,Facilities management software,N,N
49-3023.00,Automotive Service Technicians and Mechanics,Apple Safari,Internet browser software,Y,N
49-3023.00,Automotive Service Technicians and Mechanics,AutoZone ALLDATA,Data base user interface and query software,N,N
49-3023.00,Automotive Service Technicians and Mechanics,Blue Streak Electronics Buell Diagnostic,Analytical or scientific software,N,N
49-3023.00,Automotive Service Technicians and Mechanics,CODA Engine Analysis System,Analytical or scientific software,N,N
49-3023.00,Automotive Service Technicians and Mechanics,Database software,Data base user interface and query software,N,N
49-3023.00,Automotive Service Technicians and Mechanics,Estimating software,Project management software,N,N
49-3023.00,Automotive Service Technicians and Mechanics,Genisys Fast Fixes,Data base reporting software,N,N
49-3023.00,Automotive Service Technicians and Mechanics,Hunter WinAlign,Analytical or scientific software,N,N
49-3023.00,Automotive Service Technicians and Mechanics,IBM Notes,Electronic mail software,N,N
49-3023.00,Automotive Service Technicians and Mechanics,Mainsaver Asset Management,Facilities management software,N,N
49-3023.00,Automotive Service Technicians and Mechanics,Microsoft Edge,Internet browser software,Y,N
49-3023.00,Automotive Service Technicians and Mechanics,Microsoft Excel,Spreadsheet software,Y,N
49-3023.00,Automotive Service Technicians and Mechanics,Microsoft Office software,Office suite software,Y,N
49-3023.00,Automotive Service Technicians and Mechanics,Microsoft Outlook,Electronic mail software,Y,N
49-3023.00,Automotive Service Technicians and Mechanics,Microsoft Windows,Operating system software,Y,N
49-3023.00,Automotive Service Technicians and Mechanics,Microsoft Word,Word processing software,Y,N
49-3023.00,Automotive Service Technicians and Mechanics,Mitchell Manager Invoicing System,Billing and invoicing software,N,N
49-3023.00,Automotive Service Technicians and Mechanics,Mitchell OnDemand5 Manager,Facilities management software,N,N
49-3023.00,Automotive Service Technicians and Mechanics,Mozilla Firefox,Internet browser software,Y,N
49-3023.00,Automotive Service Technicians and Mechanics,Nexiq Tech HDS Suite for Palm,Analytical or scientific software,N,N
49-3023.00,Automotive Service Technicians and Mechanics,Online service manual database software,Information retrieval or search software,N,N
49-3023.00,Automotive Service Technicians and Mechanics,Recordkeeping software,Data base user interface and query software,N,N
49-3023.00,Automotive Service Technicians and Mechanics,SAP software,Enterprise resource planning ERP software,Y,N
49-3023.00,Automotive Service Technicians and Mechanics,Scheduling software,Calendar and scheduling software,N,N
49-3023.00,Automotive Service Technicians and Mechanics,Scott Systems MaxxTraxx Pro,Facilities management software,N,N
49-3023.00,Automotive Service Technicians and Mechanics,Snap-On ShopKey,Facilities management software,N,N
49-3023.00,Automotive Service Technicians and Mechanics,SPX/OTC Genisys ConnecTech PC,Analytical or scientific software,N,N
49-3023.00,Automotive Service Technicians and Mechanics,Technical manual database software,Information retrieval or search software,N,N
49-3023.00,Automotive Service Technicians and Mechanics,Vehicle management software,Data base user interface and query software,N,N
49-3023.00,Automotive Service Technicians and Mechanics,Work order management software,Data base user interface and query software,N,N
49-3023.00,Automotive Service Technicians and Mechanics,YouTube,Video creation and editing software,N,N
49-3031.00,Bus and Truck Mechanics and Diesel Engine Specialists,Autodesk AutoCAD,Computer aided design CAD software,Y,N
49-3031.00,Bus and Truck Mechanics and Diesel Engine Specialists,Computerized maintenance management system software CMMS,Facilities management software,N,N
49-3031.00,Bus and Truck Mechanics and Diesel Engine Specialists,Cummins INSITE,Analytical or scientific software,N,N
49-3031.00,Bus and Truck Mechanics and Diesel Engine Specialists,Dassault Systemes CATIA,Computer aided design CAD software,N,N
49-3031.00,Bus and Truck Mechanics and Diesel Engine Specialists,Dassault Systemes SolidWorks,Computer aided design CAD software,Y,N
49-3031.00,Bus and Truck Mechanics and Diesel Engine Specialists,Database software,Data base user interface and query software,N,N
49-3031.00,Bus and Truck Mechanics and Diesel Engine Specialists,Engine diagnostic software,Analytical or scientific software,N,N
49-3031.00,Bus and Truck Mechanics and Diesel Engine Specialists,Fleet management software,Materials requirements planning logistics and supply chain software,N,N
49-3031.00,Bus and Truck Mechanics and Diesel Engine Specialists,Inventory tracking software,Inventory management software,N,N
49-3031.00,Bus and Truck Mechanics and Diesel Engine Specialists,Microsoft Excel,Spreadsheet software,Y,N
49-3031.00,Bus and Truck Mechanics and Diesel Engine Specialists,Microsoft Office software,Office suite software,Y,N
49-3031.00,Bus and Truck Mechanics and Diesel Engine Specialists,Microsoft Word,Word processing software,Y,N
49-3031.00,Bus and Truck Mechanics and Diesel Engine Specialists,SAP software,Enterprise resource planning ERP software,Y,N
49-3031.00,Bus and Truck Mechanics and Diesel Engine Specialists,Scheduling software,Calendar and scheduling software,N,N
49-3031.00,Bus and Truck Mechanics and Diesel Engine Specialists,Shop management software,Facilities management software,N,N
49-3041.00,Farm Equipment Mechanics and Service Technicians,Computerized maintenance management system CMMS,Facilities management software,N,N
49-3041.00,Farm Equipment Mechanics and Service Technicians,FarmLogic FarmPAD,Data base user interface and query software,N,N
49-3041.00,Farm Equipment Mechanics and Service Technicians,Microsoft Excel,Spreadsheet software,Y,N
49-3041.00,Farm Equipment Mechanics and Service Technicians,Microsoft Office software,Office suite software,Y,N
49-3041.00,Farm Equipment Mechanics and Service Technicians,Microsoft Outlook,Electronic mail software,Y,N
49-3041.00,Farm Equipment Mechanics and Service Technicians,Microsoft Word,Word processing software,Y,N
49-3041.00,Farm Equipment Mechanics and Service Technicians,ServiceMax,Data base user interface and query software,N,N
49-3041.00,Farm Equipment Mechanics and Service Technicians,Web browser software,Internet browser software,N,N
49-3042.00,"Mobile Heavy Equipment Mechanics, Except Engines",Database software,Data base user interface and query software,N,N
49-3042.00,"Mobile Heavy Equipment Mechanics, Except Engines",Fleet management software,Materials requirements planning logistics and supply chain software,N,N
49-3042.00,"Mobile Heavy Equipment Mechanics, Except Engines",Maintenance management software,Facilities management software,N,N
